benchmark,dtype,variant,match_bits,relax_mode,budget,repetition,random_seed,driver_returncode,run_status,component_solve_status,solution_found,accepted_constraints,total_constraints,accepted_strict,accepted_final_strict,accepted_stage1,accepted_stage0,accepted_used_relaxation,true_skips,invalid_ground_truth_skips,used_relaxation,attempt_status_counts,solver_attempts,solver_runtime_seconds_total,solver_runtime_seconds_max,enum_count_primary_total,wall_seconds,luts,ffs,dsps,fmax_mhz,latency_ns,adp_lut_ns,within_rel_pct,abs_err_avg,abs_err_max,error_samples_npz
fp32_mul,FP32,V1,28,fixed,nominal,2,12346,0,solved,solved,True,15,30,15,15,0,0,0,15,0,False,"{'infeasible': 1, 'solved': 15, 'timeout': 14}",30,3331.9687236472964,180.24749937094748,6337154,3427.2357075214386,21,0,2,87.283,11.457,240.597,0.9046,-1.0,-1.0,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/relaxation_sweep/run1_normal_full/error_samples/fp32_mul_v1_28b_r02.npz
fp32_mul,FP32,V1,28,fixed,nominal,3,12347,0,solved,solved,True,15,30,15,15,0,0,0,15,0,False,"{'infeasible': 2, 'solved': 15, 'timeout': 13}",30,3431.97315989621,180.26964159868658,8982478,3527.3559489250183,21,0,2,87.283,11.457,240.597,0.9046,-1.0,-1.0,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/relaxation_sweep/run1_normal_full/error_samples/fp32_mul_v1_28b_r03.npz
fp32_mul,FP32,V1,32,fixed,nominal,1,12345,0,solved,solved,True,15,30,15,15,0,0,0,15,0,False,"{'fail': 4, 'solved': 15, 'timeout': 11}",30,2007.7560501489788,180.37791007384658,508044,2102.9514842033386,15,0,2,113.314,8.825,132.375,0.5524,-1.0,-1.0,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/relaxation_sweep/run1_normal_full/error_samples/fp32_mul_v1_32b_r01.npz
fp32_mul,FP32,V1,32,fixed,nominal,2,12346,0,solved,solved,True,12,30,12,12,0,0,0,18,0,False,"{'fail': 9, 'solved': 12, 'timeout': 9}",30,1658.6181933898479,180.38746234588325,791350,1754.187703371048,15,0,2,113.314,8.825,132.375,0.5524,-1.0,-1.0,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/relaxation_sweep/run1_normal_full/error_samples/fp32_mul_v1_32b_r02.npz
fp32_mul,FP32,V1,32,fixed,nominal,3,12347,0,solved,solved,True,8,30,8,8,0,0,0,22,0,False,"{'fail': 2, 'solved': 8, 'timeout': 20}",30,3948.4875944033265,180.39570096321404,5864975,4043.8552107810974,32,0,2,87.283,11.457,366.624,0.9046,-1.0,-1.0,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/relaxation_sweep/run1_normal_full/error_samples/fp32_mul_v1_32b_r03.npz
fp32_mul,FP32,V1,32,staged,nominal,1,12345,0,solved,solved,True,10,30,8,8,0,2,2,20,0,True,"{'fail': 4, 'infeasible': 8, 'solved': 10, 'timeout': 36}",58,7086.107630968094,180.38852249272168,6338076,7181.702367782593,10,0,2,87.283,11.457,114.57000000000001,0.6598,-1.0,-1.0,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/relaxation_sweep/run1_normal_full/error_samples/fp32_mul_v1_staged_r01.npz
fp32_mul,FP32,V1,32,staged,nominal,2,12346,0,solved,solved,True,17,30,12,12,0,5,5,13,0,True,"{'fail': 9, 'infeasible': 18, 'solved': 17, 'timeout': 18}",62,3464.0914114248008,180.38406039215624,2983198,3559.0848927497864,14,0,2,87.283,11.457,160.39800000000002,0.6598,-1.0,-1.0,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/relaxation_sweep/run1_normal_full/error_samples/fp32_mul_v1_staged_r02.npz
fp32_mul,FP32,V1,32,staged,nominal,3,12347,0,solved,solved,True,8,30,8,8,0,0,0,22,0,False,"{'fail': 2, 'infeasible': 4, 'solved': 8, 'timeout': 40}",54,7553.477533431724,180.3863668758422,5882493,7648.557027339935,32,0,2,87.283,11.457,366.624,0.9046,-1.0,-1.0,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/relaxation_sweep/run1_normal_full/error_samples/fp32_mul_v1_staged_r03.npz
fp32_mul,FP32,V2,24,fixed,nominal,1,12345,0,solved,solved,True,30,30,30,30,0,0,0,0,0,False,{'solved': 30},30,2.1661453023552895,0.12369143217802048,7662,97.09168672561646,32,0,2,87.283,11.457,366.624,0.9046,-1.0,-1.0,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/relaxation_sweep/run1_normal_full/error_samples/fp32_mul_v2_24b_r01.npz
fp32_mul,FP32,V2,24,fixed,nominal,2,12346,0,solved,solved,True,30,30,30,30,0,0,0,0,0,False,{'solved': 30},30,1.3411915432661772,0.054167427122592926,2361,96.43555951118469,21,0,2,87.283,11.457,240.597,0.9046,-1.0,-1.0,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/relaxation_sweep/run1_normal_full/error_samples/fp32_mul_v2_24b_r02.npz
