benchmark,timeout,num_iterations,runs,solve_successes,solve_rate,mean_solver_runtime_s,mean_wall_seconds,mean_accepted_constraints,mean_accuracy_exact_match,mean_within_rel_pct,mean_luts,mean_fmax_mhz,mean_latency_ns,mean_adp_lut_ns,accuracy_best_pct,area_best_luts,latency_best_ns,adp_best_lut_ns_ref,accuracy_retention,accuracy_loss_pct,area_norm_to_best,latency_norm_to_best,adp_norm_to_best,area_overhead_pct,latency_overhead_pct,adp_overhead_pct,is_pareto,is_recommended,selection_reason,hw_quality_candidate,hw_quality_exclusion_reason
fp32_add,30,10,3,3,1.0,3.5291867374132075,97.97307252883911,3.0,,0.129,41.0,,,,0.3458666666666667,41.0,5.286333333333333,1772.4206666666669,0.37297609868928294,62.70239013107171,1.0,,,0.0,,,False,False,,False,missing_latency+adp
fp32_add,30,15,3,3,1.0,38.964278711626925,138.39645059903464,6.333333333333333,,0.2207,238.0,186.304,5.84,1929.3955,0.3458666666666667,41.0,5.286333333333333,1772.4206666666669,0.6381071703932151,36.1892829606785,5.804878048780488,1.1047354814301027,1.0885652239818162,480.4878048780488,10.473548143010275,8.856522398181612,True,False,,True,
fp32_add,30,20,3,3,1.0,125.10646495036781,225.33073925971985,8.333333333333334,,0.2885666666666667,339.3333333333333,203.96666666666667,5.286333333333333,1772.4206666666669,0.3458666666666667,41.0,5.286333333333333,1772.4206666666669,0.8343292212798766,16.56707787201234,8.276422764227641,1.0,1.0,727.6422764227642,0.0,0.0,True,True,Pareto-optimal; within 1.00 ppt of best accuracy (0.3459); minimum ADP among remaining candidates,True,
fp32_add,30,30,3,3,1.0,368.24861959864694,468.56136051813763,10.666666666666666,,0.3246,367.6666666666667,203.96666666666667,5.286333333333333,1890.8256666666668,0.3458666666666667,41.0,5.286333333333333,1772.4206666666669,0.9385119506553584,6.14880493446416,8.96747967479675,1.0,1.0668041183601635,796.7479674796748,0.0,6.680411836016353,False,False,,True,
fp32_add,60,10,3,3,1.0,3.535724646722277,99.7883030573527,3.0,,0.129,41.0,,,,0.3458666666666667,41.0,5.286333333333333,1772.4206666666669,0.37297609868928294,62.70239013107171,1.0,,,0.0,,,False,False,,False,missing_latency+adp
fp32_add,60,15,3,3,1.0,58.75768878993889,157.92870179812112,6.333333333333333,,0.2207,238.0,186.304,5.84,1929.3955,0.3458666666666667,41.0,5.286333333333333,1772.4206666666669,0.6381071703932151,36.1892829606785,5.804878048780488,1.1047354814301027,1.0885652239818162,480.4878048780488,10.473548143010275,8.856522398181612,True,False,,True,
fp32_add,60,20,3,3,1.0,223.48525945469737,327.00888593991596,8.666666666666666,,0.3458666666666667,352.3333333333333,203.96666666666667,5.286333333333333,1826.7476666666669,0.3458666666666667,41.0,5.286333333333333,1772.4206666666669,1.0,0.0,8.59349593495935,1.0,1.0306513013652514,759.349593495935,0.0,3.065130136525151,True,False,,True,
fp32_add,60,30,3,3,1.0,766.2718725570788,867.430848201116,10.333333333333334,,0.3458666666666667,352.3333333333333,203.96666666666667,5.286333333333333,1826.7476666666669,0.3458666666666667,41.0,5.286333333333333,1772.4206666666669,1.0,0.0,8.59349593495935,1.0,1.0306513013652514,759.349593495935,0.0,3.065130136525151,True,False,,True,
fp32_add,120,10,3,3,1.0,3.3631194476038218,96.23340042432149,3.0,,0.129,41.0,,,,0.3458666666666667,41.0,5.286333333333333,1772.4206666666669,0.37297609868928294,62.70239013107171,1.0,,,0.0,,,False,False,,False,missing_latency+adp
fp32_add,120,15,3,3,1.0,98.26476074258487,195.52417659759521,6.333333333333333,,0.2207,238.0,186.304,5.84,1929.3955,0.3458666666666667,41.0,5.286333333333333,1772.4206666666669,0.6381071703932151,36.1892829606785,5.804878048780488,1.1047354814301027,1.0885652239818162,480.4878048780488,10.473548143010275,8.856522398181612,True,False,,True,
