benchmark,synth_target,component,timeout,num_iterations,repetition,driver_returncode,run_status,component_solve_status,solution_found,accepted_constraints,total_constraints,solver_attempts,solver_runtime_seconds_total,solver_runtime_seconds_max,enum_count_primary_total,enum_count_primary_last,wall_seconds,random_seed,luts,ffs,dsps,accuracy_exact_match,within_rel_pct,abs_err_avg,abs_err_max,summary_path,log_path
fp32_add_combined,fp32_add,full_sum_combined,60,15,1,0,solved,solved,True,7,15,15,18.704190323129296,13.829716369509697,642991,2679,67.7825608253479,2042,402,0,0,-1.0,0.1825,-1.0,-1.0,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/hyperparameter_sweep/quality_joint/raw/fp32_add_combined_t60_i15_r01.json,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/hyperparameter_sweep/quality_joint/raw/fp32_add_combined_t60_i15_r01.log
fp32_add_combined,fp32_add,full_sum_combined,60,15,2,0,solved,solved,True,6,15,15,78.55668139085174,60.07935634255409,643093,5604,128.36907696723938,2043,726,0,0,-1.0,0.2759,-1.0,-1.0,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/hyperparameter_sweep/quality_joint/raw/fp32_add_combined_t60_i15_r02.json,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/hyperparameter_sweep/quality_joint/raw/fp32_add_combined_t60_i15_r02.log
fp32_add_combined,fp32_add,full_sum_combined,60,15,3,0,solved,solved,True,6,15,15,77.88914157822728,60.078685611486435,640114,2625,126.91898322105408,2044,402,0,0,-1.0,0.1825,-1.0,-1.0,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/hyperparameter_sweep/quality_joint/raw/fp32_add_combined_t60_i15_r03.json,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/hyperparameter_sweep/quality_joint/raw/fp32_add_combined_t60_i15_r03.log
fp32_add_combined,fp32_add,full_sum_combined,60,30,1,0,solved,solved,True,12,30,30,734.6720762811601,60.082889476791024,2583083,1037580,784.3015236854553,2042,627,0,0,-1.0,0.5045000000000001,-1.0,-1.0,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/hyperparameter_sweep/quality_joint/raw/fp32_add_combined_t60_i30_r01.json,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/hyperparameter_sweep/quality_joint/raw/fp32_add_combined_t60_i30_r01.log
fp32_add_combined,fp32_add,full_sum_combined,60,30,2,0,solved,solved,True,11,30,30,731.1092545725405,60.083371467888355,1154905,108815,781.0892863273621,2043,734,0,0,-1.0,0.4407,-1.0,-1.0,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/hyperparameter_sweep/quality_joint/raw/fp32_add_combined_t60_i30_r02.json,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/hyperparameter_sweep/quality_joint/raw/fp32_add_combined_t60_i30_r02.log
fp32_add_combined,fp32_add,full_sum_combined,60,30,3,0,solved,solved,True,13,30,30,628.4395016301423,60.08229126036167,1275734,105664,678.1993799209595,2044,734,0,0,-1.0,0.4407,-1.0,-1.0,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/hyperparameter_sweep/quality_joint/raw/fp32_add_combined_t60_i30_r03.json,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/hyperparameter_sweep/quality_joint/raw/fp32_add_combined_t60_i30_r03.log
fp32_add_combined,fp32_add,full_sum_combined,300,5,1,0,solved,solved,True,1,5,5,2.670918371528387,2.4508663285523653,64650,582,50.25906491279602,2042,116,0,0,-1.0,0.0374,-1.0,-1.0,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/hyperparameter_sweep/quality_joint/raw/fp32_add_combined_t300_i5_r01.json,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/hyperparameter_sweep/quality_joint/raw/fp32_add_combined_t300_i5_r01.log
fp32_add_combined,fp32_add,full_sum_combined,300,5,2,0,solved,solved,True,1,5,5,2.7009058482944965,2.482940277084708,64650,582,50.21037936210632,2043,116,0,0,-1.0,0.0374,-1.0,-1.0,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/hyperparameter_sweep/quality_joint/raw/fp32_add_combined_t300_i5_r02.json,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/hyperparameter_sweep/quality_joint/raw/fp32_add_combined_t300_i5_r02.log
fp32_add_combined,fp32_add,full_sum_combined,300,5,3,0,solved,solved,True,1,5,5,2.675099480897188,2.4569064043462276,64650,582,50.2483286857605,2044,116,0,0,-1.0,0.0374,-1.0,-1.0,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/hyperparameter_sweep/quality_joint/raw/fp32_add_combined_t300_i5_r03.json,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/hyperparameter_sweep/quality_joint/raw/fp32_add_combined_t300_i5_r03.log
fp32_add_combined,fp32_add,full_sum_combined,300,15,1,0,solved,solved,True,7,15,15,18.759239204227924,13.898701662197709,642991,2679,67.93177628517151,2042,402,0,0,-1.0,0.1825,-1.0,-1.0,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/hyperparameter_sweep/quality_joint/raw/fp32_add_combined_t300_i15_r01.json,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/hyperparameter_sweep/quality_joint/raw/fp32_add_combined_t300_i15_r01.log
fp32_add_combined,fp32_add,full_sum_combined,300,15,2,0,solved,solved,True,6,15,15,318.6952524911612,300.1671677622944,643093,5604,368.3736844062805,2043,726,0,0,-1.0,0.2759,-1.0,-1.0,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/hyperparameter_sweep/quality_joint/raw/fp32_add_combined_t300_i15_r02.json,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/hyperparameter_sweep/quality_joint/raw/fp32_add_combined_t300_i15_r02.log
fp32_add_combined,fp32_add,full_sum_combined,300,15,3,0,solved,solved,True,6,15,15,317.9553238041699,300.16349310055375,640114,2625,366.6843852996826,2044,402,0,0,-1.0,0.1825,-1.0,-1.0,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/hyperparameter_sweep/quality_joint/raw/fp32_add_combined_t300_i15_r03.json,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/hyperparameter_sweep/quality_joint/raw/fp32_add_combined_t300_i15_r03.log
fp32_add_combined,fp32_add,full_sum_combined,300,30,1,0,solved,solved,True,12,30,30,3133.9855501912534,300.17639070004225,2583083,1037580,3183.7569403648376,2042,627,0,0,-1.0,0.5045000000000001,-1.0,-1.0,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/hyperparameter_sweep/quality_joint/raw/fp32_add_combined_t300_i30_r01.json,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/hyperparameter_sweep/quality_joint/raw/fp32_add_combined_t300_i30_r01.log
fp32_add_combined,fp32_add,full_sum_combined,300,30,2,0,solved,solved,True,12,30,30,3133.8392851818353,300.17872935533524,2208006,1053101,3183.657948732376,2043,627,0,0,-1.0,0.5045000000000001,-1.0,-1.0,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/hyperparameter_sweep/quality_joint/raw/fp32_add_combined_t300_i30_r02.json,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/hyperparameter_sweep/quality_joint/raw/fp32_add_combined_t300_i30_r02.log
fp32_add_combined,fp32_add,full_sum_combined,300,30,3,0,solved,solved,True,13,30,30,2789.0058469753712,300.1736228391528,1275734,105664,2838.686765193939,2044,734,0,0,-1.0,0.4407,-1.0,-1.0,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/hyperparameter_sweep/quality_joint/raw/fp32_add_combined_t300_i30_r03.json,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/hyperparameter_sweep/quality_joint/raw/fp32_add_combined_t300_i30_r03.log
fp32_mul_combined,fp32_mul,full_product_combined,10,5,1,0,solved,solved,True,5,5,5,0.1908995658159256,0.03890225104987621,256,68,45.26568412780762,3042,87,0,2,-1.0,0.9046,-1.0,-1.0,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/hyperparameter_sweep/quality_joint/raw/fp32_mul_combined_t10_i5_r01.json,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/hyperparameter_sweep/quality_joint/raw/fp32_mul_combined_t10_i5_r01.log
fp32_mul_combined,fp32_mul,full_product_combined,10,5,2,0,solved,solved,True,5,5,5,0.19085285067558289,0.038525665178895,256,68,45.324928760528564,3043,87,0,2,-1.0,0.9046,-1.0,-1.0,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/hyperparameter_sweep/quality_joint/raw/fp32_mul_combined_t10_i5_r02.json,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/hyperparameter_sweep/quality_joint/raw/fp32_mul_combined_t10_i5_r02.log
fp32_mul_combined,fp32_mul,full_product_combined,10,5,3,0,solved,solved,True,5,5,5,0.1901622675359249,0.03862331062555313,256,68,45.21708917617798,3044,87,0,2,-1.0,0.9046,-1.0,-1.0,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/hyperparameter_sweep/quality_joint/raw/fp32_mul_combined_t10_i5_r03.json,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/hyperparameter_sweep/quality_joint/raw/fp32_mul_combined_t10_i5_r03.log
fp32_mul_combined,fp32_mul,full_product_combined,10,15,1,0,solved,solved,True,15,15,15,0.7264913488179445,0.06067788042128086,3929,409,45.906651735305786,3042,140,0,2,-1.0,0.9046,-1.0,-1.0,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/hyperparameter_sweep/quality_joint/raw/fp32_mul_combined_t10_i15_r01.json,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/hyperparameter_sweep/quality_joint/raw/fp32_mul_combined_t10_i15_r01.log
fp32_mul_combined,fp32_mul,full_product_combined,10,15,2,0,solved,solved,True,15,15,15,0.7074743323028088,0.06153668649494648,3427,424,46.1302387714386,3043,140,0,2,-1.0,0.9046,-1.0,-1.0,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/hyperparameter_sweep/quality_joint/raw/fp32_mul_combined_t10_i15_r02.json,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/hyperparameter_sweep/quality_joint/raw/fp32_mul_combined_t10_i15_r02.log
fp32_mul_combined,fp32_mul,full_product_combined,10,15,3,0,solved,solved,True,15,15,15,0.7232741061598063,0.061232948675751686,3664,395,45.94285869598389,3044,140,0,2,-1.0,0.9046,-1.0,-1.0,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/hyperparameter_sweep/quality_joint/raw/fp32_mul_combined_t10_i15_r03.json,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/hyperparameter_sweep/quality_joint/raw/fp32_mul_combined_t10_i15_r03.log
fp32_mul_combined,fp32_mul,full_product_combined,10,30,1,0,solved,solved,True,30,30,30,1.842481853440404,0.08438489399850368,10456,437,47.04113745689392,3042,140,0,2,-1.0,0.9046,-1.0,-1.0,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/hyperparameter_sweep/quality_joint/raw/fp32_mul_combined_t10_i30_r01.json,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/hyperparameter_sweep/quality_joint/raw/fp32_mul_combined_t10_i30_r01.log
fp32_mul_combined,fp32_mul,full_product_combined,10,30,2,0,solved,solved,True,30,30,30,1.8134786561131477,0.08323678188025951,9956,437,46.91398644447327,3043,140,0,2,-1.0,0.9046,-1.0,-1.0,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/hyperparameter_sweep/quality_joint/raw/fp32_mul_combined_t10_i30_r02.json,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/hyperparameter_sweep/quality_joint/raw/fp32_mul_combined_t10_i30_r02.log
fp32_mul_combined,fp32_mul,full_product_combined,10,30,3,0,solved,solved,True,30,30,30,1.822836671024561,0.08228177204728127,10149,437,47.00101351737976,3044,140,0,2,-1.0,0.9046,-1.0,-1.0,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/hyperparameter_sweep/quality_joint/raw/fp32_mul_combined_t10_i30_r03.json,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/hyperparameter_sweep/quality_joint/raw/fp32_mul_combined_t10_i30_r03.log
fp32_mul_combined,fp32_mul,full_product_combined,60,5,1,0,solved,solved,True,5,5,5,0.19088895618915558,0.03878353349864483,256,68,45.239970445632935,3042,87,0,2,-1.0,0.9046,-1.0,-1.0,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/hyperparameter_sweep/quality_joint/raw/fp32_mul_combined_t60_i5_r01.json,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/hyperparameter_sweep/quality_joint/raw/fp32_mul_combined_t60_i5_r01.log
fp32_mul_combined,fp32_mul,full_product_combined,60,5,2,0,solved,solved,True,5,5,5,0.1916078794747591,0.0391980092972517,256,68,45.23242950439453,3043,87,0,2,-1.0,0.9046,-1.0,-1.0,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/hyperparameter_sweep/quality_joint/raw/fp32_mul_combined_t60_i5_r02.json,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/hyperparameter_sweep/quality_joint/raw/fp32_mul_combined_t60_i5_r02.log
fp32_mul_combined,fp32_mul,full_product_combined,60,5,3,0,solved,solved,True,5,5,5,0.19086660631000996,0.039000071585178375,256,68,45.12070393562317,3044,87,0,2,-1.0,0.9046,-1.0,-1.0,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/hyperparameter_sweep/quality_joint/raw/fp32_mul_combined_t60_i5_r03.json,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/hyperparameter_sweep/quality_joint/raw/fp32_mul_combined_t60_i5_r03.log
fp32_mul_combined,fp32_mul,full_product_combined,60,15,1,0,solved,solved,True,15,15,15,0.724655669182539,0.06094755791127682,3929,409,45.87838578224182,3042,140,0,2,-1.0,0.9046,-1.0,-1.0,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/hyperparameter_sweep/quality_joint/raw/fp32_mul_combined_t60_i15_r01.json,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/hyperparameter_sweep/quality_joint/raw/fp32_mul_combined_t60_i15_r01.log
fp32_mul_combined,fp32_mul,full_product_combined,60,15,2,0,solved,solved,True,15,15,15,0.7072448767721653,0.061752840876579285,3427,424,45.80496287345886,3043,140,0,2,-1.0,0.9046,-1.0,-1.0,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/hyperparameter_sweep/quality_joint/raw/fp32_mul_combined_t60_i15_r02.json,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/hyperparameter_sweep/quality_joint/raw/fp32_mul_combined_t60_i15_r02.log
fp32_mul_combined,fp32_mul,full_product_combined,60,15,3,0,solved,solved,True,15,15,15,0.718433566391468,0.060921575874090195,3664,395,45.85724592208862,3044,140,0,2,-1.0,0.9046,-1.0,-1.0,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/hyperparameter_sweep/quality_joint/raw/fp32_mul_combined_t60_i15_r03.json,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/hyperparameter_sweep/quality_joint/raw/fp32_mul_combined_t60_i15_r03.log
fp32_mul_combined,fp32_mul,full_product_combined,60,30,1,0,solved,solved,True,30,30,30,1.8327034693211317,0.08406073227524757,10456,437,46.96352028846741,3042,140,0,2,-1.0,0.9046,-1.0,-1.0,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/hyperparameter_sweep/quality_joint/raw/fp32_mul_combined_t60_i30_r01.json,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/hyperparameter_sweep/quality_joint/raw/fp32_mul_combined_t60_i30_r01.log
fp32_mul_combined,fp32_mul,full_product_combined,60,30,2,0,solved,solved,True,30,30,30,1.8125507403165102,0.08322138898074627,9956,437,46.99881601333618,3043,140,0,2,-1.0,0.9046,-1.0,-1.0,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/hyperparameter_sweep/quality_joint/raw/fp32_mul_combined_t60_i30_r02.json,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/hyperparameter_sweep/quality_joint/raw/fp32_mul_combined_t60_i30_r02.log
fp32_mul_combined,fp32_mul,full_product_combined,60,30,3,0,solved,solved,True,30,30,30,1.8219318110495806,0.08505010418593884,10149,437,47.07672905921936,3044,140,0,2,-1.0,0.9046,-1.0,-1.0,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/hyperparameter_sweep/quality_joint/raw/fp32_mul_combined_t60_i30_r03.json,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/hyperparameter_sweep/quality_joint/raw/fp32_mul_combined_t60_i30_r03.log
fp32_mul_combined,fp32_mul,full_product_combined,300,5,1,0,solved,solved,True,5,5,5,0.19077065587043762,0.038660166785120964,256,68,45.255635023117065,3042,87,0,2,-1.0,0.9046,-1.0,-1.0,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/hyperparameter_sweep/quality_joint/raw/fp32_mul_combined_t300_i5_r01.json,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/hyperparameter_sweep/quality_joint/raw/fp32_mul_combined_t300_i5_r01.log
fp32_mul_combined,fp32_mul,full_product_combined,300,5,2,0,solved,solved,True,5,5,5,0.19058035127818584,0.03863229416310787,256,68,45.24646234512329,3043,87,0,2,-1.0,0.9046,-1.0,-1.0,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/hyperparameter_sweep/quality_joint/raw/fp32_mul_combined_t300_i5_r02.json,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/hyperparameter_sweep/quality_joint/raw/fp32_mul_combined_t300_i5_r02.log
fp32_mul_combined,fp32_mul,full_product_combined,300,5,3,0,solved,solved,True,5,5,5,0.1915548462420702,0.03898552618920803,256,68,45.15128207206726,3044,87,0,2,-1.0,0.9046,-1.0,-1.0,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/hyperparameter_sweep/quality_joint/raw/fp32_mul_combined_t300_i5_r03.json,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/hyperparameter_sweep/quality_joint/raw/fp32_mul_combined_t300_i5_r03.log
fp32_mul_combined,fp32_mul,full_product_combined,300,15,1,0,solved,solved,True,15,15,15,0.7268491722643375,0.06092045083642006,3929,409,45.919031858444214,3042,140,0,2,-1.0,0.9046,-1.0,-1.0,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/hyperparameter_sweep/quality_joint/raw/fp32_mul_combined_t300_i15_r01.json,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/hyperparameter_sweep/quality_joint/raw/fp32_mul_combined_t300_i15_r01.log
fp32_mul_combined,fp32_mul,full_product_combined,300,15,2,0,solved,solved,True,15,15,15,0.7072770148515701,0.06130933575332165,3427,424,45.867637157440186,3043,140,0,2,-1.0,0.9046,-1.0,-1.0,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/hyperparameter_sweep/quality_joint/raw/fp32_mul_combined_t300_i15_r02.json,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/hyperparameter_sweep/quality_joint/raw/fp32_mul_combined_t300_i15_r02.log
fp32_mul_combined,fp32_mul,full_product_combined,300,15,3,0,solved,solved,True,15,15,15,0.7202334869652987,0.06003331206738949,3664,395,45.845797061920166,3044,140,0,2,-1.0,0.9046,-1.0,-1.0,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/hyperparameter_sweep/quality_joint/raw/fp32_mul_combined_t300_i15_r03.json,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/hyperparameter_sweep/quality_joint/raw/fp32_mul_combined_t300_i15_r03.log
fp32_mul_combined,fp32_mul,full_product_combined,300,30,1,0,solved,solved,True,30,30,30,1.8317349515855312,0.08359444513916969,10456,437,47.02347254753113,3042,140,0,2,-1.0,0.9046,-1.0,-1.0,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/hyperparameter_sweep/quality_joint/raw/fp32_mul_combined_t300_i30_r01.json,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/hyperparameter_sweep/quality_joint/raw/fp32_mul_combined_t300_i30_r01.log
fp32_mul_combined,fp32_mul,full_product_combined,300,30,2,0,solved,solved,True,30,30,30,1.8075834084302187,0.08340859599411488,9956,437,46.950828075408936,3043,140,0,2,-1.0,0.9046,-1.0,-1.0,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/hyperparameter_sweep/quality_joint/raw/fp32_mul_combined_t300_i30_r02.json,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/hyperparameter_sweep/quality_joint/raw/fp32_mul_combined_t300_i30_r02.log
fp32_mul_combined,fp32_mul,full_product_combined,300,30,3,0,solved,solved,True,30,30,30,1.8205779790878296,0.08343645744025707,10149,437,46.88599443435669,3044,140,0,2,-1.0,0.9046,-1.0,-1.0,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/hyperparameter_sweep/quality_joint/raw/fp32_mul_combined_t300_i30_r03.json,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/hyperparameter_sweep/quality_joint/raw/fp32_mul_combined_t300_i30_r03.log
mxint8_add_sub,mxint8_add,full_sum,10,5,1,1,started,solved,True,4,5,5,0.03486284799873829,0.00708317756652832,10,2,1.3004248142242432,4042,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/hyperparameter_sweep/quality_joint/raw/mxint8_add_sub_t10_i5_r01.json,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/hyperparameter_sweep/quality_joint/raw/mxint8_add_sub_t10_i5_r01.log
mxint8_add_sub,mxint8_add,full_sum,10,5,2,1,started,solved,True,3,5,5,0.033970367163419724,0.007165092974901199,10,2,1.329664945602417,4043,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/hyperparameter_sweep/quality_joint/raw/mxint8_add_sub_t10_i5_r02.json,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/hyperparameter_sweep/quality_joint/raw/mxint8_add_sub_t10_i5_r02.log
mxint8_add_sub,mxint8_add,full_sum,10,5,3,1,started,solved,True,3,5,5,0.03407983295619488,0.007130982354283333,10,2,1.2921247482299805,4044,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/hyperparameter_sweep/quality_joint/raw/mxint8_add_sub_t10_i5_r03.json,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/hyperparameter_sweep/quality_joint/raw/mxint8_add_sub_t10_i5_r03.log
mxint8_add_sub,mxint8_add,full_sum,10,15,1,1,started,solved,True,13,15,15,0.10851450636982918,0.00764930434525013,30,2,2.5737786293029785,4042,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/hyperparameter_sweep/quality_joint/raw/mxint8_add_sub_t10_i15_r01.json,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/hyperparameter_sweep/quality_joint/raw/mxint8_add_sub_t10_i15_r01.log
mxint8_add_sub,mxint8_add,full_sum,10,15,2,1,started,solved,True,10,15,15,0.1060350351035595,0.007587239146232605,30,2,3.0078251361846924,4043,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/hyperparameter_sweep/quality_joint/raw/mxint8_add_sub_t10_i15_r02.json,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/hyperparameter_sweep/quality_joint/raw/mxint8_add_sub_t10_i15_r02.log
mxint8_add_sub,mxint8_add,full_sum,10,15,3,1,started,solved,True,12,15,15,0.1072181910276413,0.007659647613763809,30,2,2.4880151748657227,4044,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/hyperparameter_sweep/quality_joint/raw/mxint8_add_sub_t10_i15_r03.json,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/hyperparameter_sweep/quality_joint/raw/mxint8_add_sub_t10_i15_r03.log
mxint8_add_sub,mxint8_add,full_sum,10,30,1,1,started,solved,True,25,30,30,0.230990469455719,0.008485712110996246,60,2,17.214205026626587,4042,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/hyperparameter_sweep/quality_joint/raw/mxint8_add_sub_t10_i30_r01.json,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/hyperparameter_sweep/quality_joint/raw/mxint8_add_sub_t10_i30_r01.log
mxint8_add_sub,mxint8_add,full_sum,10,30,2,1,started,solved,True,24,30,30,0.22782911360263824,0.008355148136615753,60,2,14.745731592178345,4043,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/hyperparameter_sweep/quality_joint/raw/mxint8_add_sub_t10_i30_r02.json,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/hyperparameter_sweep/quality_joint/raw/mxint8_add_sub_t10_i30_r02.log
mxint8_add_sub,mxint8_add,full_sum,10,30,3,1,started,solved,True,26,30,30,0.2273940071463585,0.0084712915122509,60,2,20.279377937316895,4044,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/hyperparameter_sweep/quality_joint/raw/mxint8_add_sub_t10_i30_r03.json,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/hyperparameter_sweep/quality_joint/raw/mxint8_add_sub_t10_i30_r03.log
mxint8_add_sub,mxint8_add,full_sum,60,5,1,1,started,solved,True,4,5,5,0.03455742262303829,0.007162347435951233,10,2,1.2751498222351074,4042,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/hyperparameter_sweep/quality_joint/raw/mxint8_add_sub_t60_i5_r01.json,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/hyperparameter_sweep/quality_joint/raw/mxint8_add_sub_t60_i5_r01.log
mxint8_add_sub,mxint8_add,full_sum,60,5,2,1,started,solved,True,3,5,5,0.03468806855380535,0.0072010476142168045,10,2,1.3286988735198975,4043,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/hyperparameter_sweep/quality_joint/raw/mxint8_add_sub_t60_i5_r02.json,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/hyperparameter_sweep/quality_joint/raw/mxint8_add_sub_t60_i5_r02.log
mxint8_add_sub,mxint8_add,full_sum,60,5,3,1,started,solved,True,3,5,5,0.03421554155647755,0.007173065096139908,10,2,1.297339677810669,4044,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/hyperparameter_sweep/quality_joint/raw/mxint8_add_sub_t60_i5_r03.json,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/hyperparameter_sweep/quality_joint/raw/mxint8_add_sub_t60_i5_r03.log
mxint8_add_sub,mxint8_add,full_sum,60,15,1,1,started,solved,True,13,15,15,0.10973696038126945,0.007797515019774437,30,2,2.5609683990478516,4042,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/hyperparameter_sweep/quality_joint/raw/mxint8_add_sub_t60_i15_r01.json,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/hyperparameter_sweep/quality_joint/raw/mxint8_add_sub_t60_i15_r01.log
mxint8_add_sub,mxint8_add,full_sum,60,15,2,1,started,solved,True,10,15,15,0.10450207442045212,0.007582152262330055,30,2,2.9919707775115967,4043,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/hyperparameter_sweep/quality_joint/raw/mxint8_add_sub_t60_i15_r02.json,/home/josephluke/Program-Synthesis-for-Efficient-ML/results/hyperparameter_sweep/quality_joint/raw/mxint8_add_sub_t60_i15_r02.log
